Test Type,Port Number / Nameserver,Result of Test
Port Egress,39207,open
Port Egress,39208,open
Port Egress,39210,open
Port Egress,39209,open
Port Egress,39211,open
Port Egress,39213,open
Port Egress,39212,open
Port Egress,39214,open
Port Egress,39215,open
Port Egress,39216,open
Port Egress,39217,open
Port Egress,39218,open
Port Egress,39219,open
Port Egress,39220,open
Port Egress,39221,open
Port Egress,39222,open
Port Egress,39223,open
Port Egress,39224,open
Port Egress,39225,open
Port Egress,39226,open
Port Egress,39227,open
Port Egress,39228,open
Port Egress,39229,open
Port Egress,39232,open
Port Egress,39230,open
Port Egress,39231,open
Port Egress,39233,open
Port Egress,39234,open
Port Egress,39235,open
Port Egress,39237,open
Port Egress,39236,open
Port Egress,39238,open
Port Egress,39239,open
Port Egress,39240,open
Port Egress,39241,open
Port Egress,39242,open
Port Egress,39243,open
Port Egress,39244,open
Port Egress,39245,open
Port Egress,39246,open
Port Egress,39247,open
Port Egress,39248,open
Port Egress,39249,open
Port Egress,39251,open
Port Egress,39250,open
Port Egress,39252,open
Port Egress,39253,open
Port Egress,39254,open
Port Egress,39255,open
Port Egress,39256,open
Port Egress,39257,open
Port Egress,39258,open
Port Egress,39260,open
Port Egress,39259,open
Port Egress,39262,open
Port Egress,39261,open
Port Egress,39263,open
Port Egress,39265,open
Port Egress,39264,open
Port Egress,39266,open
Port Egress,39267,open
Port Egress,39268,open
Port Egress,39269,open
Port Egress,39270,open
Port Egress,39271,open
Port Egress,39272,open
Port Egress,39274,open
Port Egress,39275,open
Port Egress,39273,open
Port Egress,39276,open
Port Egress,39277,open
Port Egress,39278,open
Port Egress,39279,open
Port Egress,39281,open
Port Egress,39280,open
Port Egress,39282,open
Port Egress,39283,open
Port Egress,39284,open
Port Egress,39285,open
Port Egress,39286,open
Port Egress,39287,open
Port Egress,39289,open
Port Egress,39288,open
Port Egress,39290,open
Port Egress,39291,open
Port Egress,39292,open
Port Egress,39293,open
Port Egress,39294,open
Port Egress,39296,open
Port Egress,39295,open
Port Egress,39298,open
Port Egress,39297,open
Port Egress,39299,open
Port Egress,39300,open
Port Egress,39301,open
Port Egress,39302,open
Port Egress,39303,open
Port Egress,39304,open
Port Egress,39305,open
Port Egress,39306,open
Port Egress,39307,open
Port Egress,39308,open
Port Egress,39309,open
Port Egress,39310,open
Port Egress,39311,open
Port Egress,39312,open
Port Egress,39313,open
Port Egress,39314,open
Port Egress,39315,open
Port Egress,39316,open
Port Egress,39317,open
Port Egress,39318,open
Port Egress,39319,open
Port Egress,39320,open
Port Egress,39321,open
Port Egress,39322,open
Port Egress,39323,open
Port Egress,39324,open
Port Egress,39325,open
Port Egress,39326,open
Port Egress,39327,open
Port Egress,39328,open
Port Egress,39330,open
Port Egress,39329,open
Port Egress,39331,open
Port Egress,39332,open
Port Egress,39333,open
Port Egress,39334,open
Port Egress,39335,open
Port Egress,39336,open
Port Egress,39337,open
Port Egress,39338,open
Port Egress,39339,open
Port Egress,39340,open
Port Egress,39341,open
Port Egress,39342,open
Port Egress,39343,open
Port Egress,39344,open
Port Egress,39345,open
Port Egress,39346,open
Port Egress,39347,open
Port Egress,39348,open
Port Egress,39349,open
Port Egress,39350,open
Port Egress,39351,open
Port Egress,39352,open
Port Egress,39353,open
Port Egress,39355,open
Port Egress,39354,open
Port Egress,39356,open
Port Egress,39357,open
Port Egress,39358,open
Port Egress,39359,open
Port Egress,39362,open
Port Egress,39360,open
Port Egress,39361,open
Port Egress,39363,open
Port Egress,39364,open
Port Egress,39365,open
Port Egress,39366,open
Port Egress,39367,open
Port Egress,39368,open
Port Egress,39369,open
Port Egress,39370,open
Port Egress,39371,open
Port Egress,39372,open
Port Egress,39374,open
Port Egress,39373,open
Port Egress,39375,open
Port Egress,39377,open
Port Egress,39376,open
Port Egress,39378,open
Port Egress,39379,open
Port Egress,39380,open
Port Egress,39381,open
Port Egress,39382,open
Port Egress,39383,open
Port Egress,39384,open
Port Egress,39385,open
Port Egress,39386,open
Port Egress,39387,open
Port Egress,39388,open
Port Egress,39389,open
Port Egress,39390,open
Port Egress,39391,open
Port Egress,39392,open
Port Egress,39393,open
Port Egress,39395,open
Port Egress,39394,open
Port Egress,39396,open
Port Egress,39397,open
Port Egress,39399,open
Port Egress,39398,open
Port Egress,39400,open
Port Egress,39401,open
Port Egress,39402,open
Port Egress,39403,open
Port Egress,39404,open
Port Egress,39405,open
Port Egress,39406,open
Port Egress,39407,open
Port Egress,39408,open
Port Egress,39409,open
Port Egress,39410,open
Port Egress,39411,open
Port Egress,39413,open
Port Egress,39412,open
Port Egress,39414,open
Port Egress,39415,open
Port Egress,39416,open
Port Egress,39418,open
Port Egress,39417,open
Port Egress,39420,open
Port Egress,39419,open
Port Egress,39421,open
Port Egress,39423,open
Port Egress,39422,open
Port Egress,39424,open
Port Egress,39426,open
Port Egress,39425,open
Port Egress,39427,open
Port Egress,39428,open
Port Egress,39430,open
Port Egress,39429,open
Port Egress,39431,open
Port Egress,39433,open
Port Egress,39432,open
Port Egress,39434,open
Port Egress,39435,open
Port Egress,39436,open
Port Egress,39438,open
Port Egress,39437,open
Port Egress,39440,open
Port Egress,39439,open
Port Egress,39442,open
Port Egress,39443,open
Port Egress,39441,open
Port Egress,39444,open
Port Egress,39445,open
Port Egress,39446,open
Port Egress,39447,open
Port Egress,39448,open
Port Egress,39450,open
Port Egress,39449,open
Port Egress,39453,open
Port Egress,39451,open
Port Egress,39452,open
Port Egress,39456,open
Port Egress,39454,open
Port Egress,39455,open
Port Egress,39457,open
Port Egress,39458,open
Port Egress,39459,open
Port Egress,39460,open
Port Egress,39461,open
Port Egress,39462,open
Port Egress,39463,open
Port Egress,39464,open
Port Egress,39465,open
Port Egress,39466,open
Port Egress,39468,open
Port Egress,39467,open
Port Egress,39469,open
Port Egress,39470,open
Port Egress,39472,open
Port Egress,39471,open
Port Egress,39475,open
Port Egress,39473,open
Port Egress,39474,open
Port Egress,39477,open
Port Egress,39476,open
Port Egress,39478,open
Port Egress,39479,open
Port Egress,39480,open
Port Egress,39481,open
Port Egress,39482,open
Port Egress,39483,open
Port Egress,39484,open
Port Egress,39485,open
Port Egress,39486,open
Port Egress,39487,open
Port Egress,39488,open
Port Egress,39490,open
Port Egress,39489,open
Port Egress,39491,open
Port Egress,39493,open
Port Egress,39492,open
Port Egress,39495,open
Port Egress,39494,open
Port Egress,39496,open
Port Egress,39497,open
Port Egress,39498,open
Port Egress,39499,open
Port Egress,39501,open
Port Egress,39500,open
Port Egress,39502,open
Port Egress,39503,open
Port Egress,39504,open
Port Egress,39505,open
Port Egress,39506,open
Port Egress,39507,open
Port Egress,39509,open
Port Egress,39508,open
Port Egress,39511,open
Port Egress,39510,open
Port Egress,39512,open
Port Egress,39514,open
Port Egress,39513,open
Port Egress,39515,open
Port Egress,39516,open
Port Egress,39517,open
Port Egress,39518,open
Port Egress,39519,open
Port Egress,39520,open
Port Egress,39521,open
Port Egress,39522,open
Port Egress,39523,open
Port Egress,39524,open
Port Egress,39525,open
Port Egress,39526,open
Port Egress,39527,open
Port Egress,39529,open
Port Egress,39531,open
Port Egress,39530,open
Port Egress,39532,open
Port Egress,39533,open
Port Egress,39534,open
Port Egress,39535,open
Port Egress,39536,open
Port Egress,39537,open
Port Egress,39538,open
Port Egress,39539,open
Port Egress,39540,open
Port Egress,39541,open
Port Egress,39542,open
Port Egress,39543,open
Port Egress,39544,open
Port Egress,39545,open
Port Egress,39546,open
Port Egress,39547,open
Port Egress,39548,open
Port Egress,39549,open
Port Egress,39551,open
Port Egress,39550,open
Port Egress,39552,open
Port Egress,39554,open
Port Egress,39553,open
Port Egress,39555,open
Port Egress,39557,open
Port Egress,39556,open
Port Egress,39558,open
Port Egress,39559,open
Port Egress,39560,open
Port Egress,39561,open
Port Egress,39562,open
Port Egress,39564,open
Port Egress,39563,open
Port Egress,39565,open
Port Egress,39566,open
Port Egress,39567,open
Port Egress,39568,open
Port Egress,39569,open
Port Egress,39570,open
Port Egress,39571,open
Port Egress,39572,open
Port Egress,39573,open
Port Egress,39574,open
Port Egress,39575,open
Port Egress,39576,open
Port Egress,39577,open
Port Egress,39578,open
Port Egress,39580,open
Port Egress,39579,open
Port Egress,39581,open
Port Egress,39584,open
Port Egress,39583,open
Port Egress,39582,open
Port Egress,39585,open
Port Egress,39586,open
Port Egress,39587,open
Port Egress,39588,open
Port Egress,39589,open
Port Egress,39590,open
Port Egress,39591,open
Port Egress,39592,open
Port Egress,39594,open
Port Egress,39593,open
Port Egress,39595,open
Port Egress,39596,open
Port Egress,39597,open
Port Egress,39600,open
Port Egress,39599,open
Port Egress,39598,open
Port Egress,39601,open
Port Egress,39602,open
Port Egress,39603,open
Port Egress,39604,open
Port Egress,39605,open
Port Egress,39606,open
Port Egress,39607,open
Port Egress,39608,open
Port Egress,39609,open
Port Egress,39610,open
Port Egress,39611,open
Port Egress,39612,open
Port Egress,39613,open
Port Egress,39614,open
Port Egress,39615,open
Port Egress,39616,open
Port Egress,39617,open
Port Egress,39618,open
Port Egress,39619,open
Port Egress,39620,open
Port Egress,39621,open
Port Egress,39622,open
Port Egress,39623,open
Port Egress,39624,open
Port Egress,39625,open
Port Egress,39626,open
Port Egress,39528,open
Port Egress,39627,open
Port Egress,39628,open
Port Egress,39630,open
Port Egress,39629,open
Port Egress,39631,open
Port Egress,39632,open
Port Egress,39634,open
Port Egress,39633,open
Port Egress,39635,open
Port Egress,39637,open
Port Egress,39636,open
Port Egress,39639,open
Port Egress,39638,open
Port Egress,39640,open
Port Egress,39641,open
Port Egress,39643,open
Port Egress,39642,open
Port Egress,39645,open
Port Egress,39644,open
Port Egress,39646,open
Port Egress,39647,open
Port Egress,39648,open
Port Egress,39649,open
Port Egress,39650,open
Port Egress,39651,open
Port Egress,39652,open
Port Egress,39653,open
Port Egress,39654,open
Port Egress,39655,open
Port Egress,39656,open
Port Egress,39657,open
Port Egress,39658,open
Port Egress,39659,open
Port Egress,39660,open
Port Egress,39661,open
Port Egress,39662,open
Port Egress,39663,open
Port Egress,39664,open
Port Egress,39665,open
Port Egress,39666,open
Port Egress,39667,open
Port Egress,39668,open
Port Egress,39669,open
Port Egress,39670,open
Port Egress,39671,open
Port Egress,39672,open
Port Egress,39673,open
Port Egress,39674,open
Port Egress,39675,open
Port Egress,39676,open
Port Egress,39677,open
Port Egress,39678,open
Port Egress,39679,open
Port Egress,39680,open
Port Egress,39681,open
Port Egress,39682,open
Port Egress,39683,open
Port Egress,39684,open
Port Egress,39685,open
Port Egress,39686,open
Port Egress,39687,open
Port Egress,39688,open
Port Egress,39690,open
Port Egress,39689,open
Port Egress,39691,open
Port Egress,39692,open
Port Egress,39693,open
Port Egress,39694,open
Port Egress,39696,open
Port Egress,39695,open
Port Egress,39697,open
Port Egress,39699,open
Port Egress,39698,open
Port Egress,39700,open
Port Egress,39701,open
Port Egress,39703,open
Port Egress,39702,open
Port Egress,39704,open
Port Egress,39705,open
Port Egress,39706,open
Port Egress,39708,open
Port Egress,39707,open
Port Egress,39709,open
Port Egress,39710,open
Port Egress,39712,open
Port Egress,39711,open
Port Egress,39713,open
Port Egress,39714,open
Port Egress,39715,open
Port Egress,39716,open
Port Egress,39718,open
Port Egress,39717,open
Port Egress,39719,open
Port Egress,39720,open
Port Egress,39721,open
Port Egress,39722,open
Port Egress,39723,open
Port Egress,39724,open
Port Egress,39725,open
Port Egress,39726,open
Port Egress,39727,open
Port Egress,39728,open
Port Egress,39729,open
Port Egress,39730,open
Port Egress,39731,open
Port Egress,39732,open
Port Egress,39733,open
Port Egress,39734,open
Port Egress,39735,open
Port Egress,39736,open
Port Egress,39737,open
Port Egress,39738,open
Port Egress,39739,open
Port Egress,39741,open
Port Egress,39740,open
Port Egress,39742,open
Port Egress,39744,open
Port Egress,39743,open
Port Egress,39745,open
Port Egress,39746,open
Port Egress,39748,open
Port Egress,39749,open
Port Egress,39747,open
Port Egress,39750,open
Port Egress,39751,open
Port Egress,39752,open
Port Egress,39753,open
Port Egress,39754,open
Port Egress,39755,open
Port Egress,39756,open
Port Egress,39757,open
Port Egress,39759,open
Port Egress,39758,open
Port Egress,39760,open
Port Egress,39762,open
Port Egress,39761,open
Port Egress,39765,open
Port Egress,39764,open
Port Egress,39763,open
Port Egress,39768,open
Port Egress,39767,open
Port Egress,39766,open
Port Egress,39769,open
Port Egress,39770,open
Port Egress,39771,open
Port Egress,39772,open
Port Egress,39773,open
Port Egress,39774,open
Port Egress,39776,open
Port Egress,39775,open
Port Egress,39777,open
Port Egress,39778,open
Port Egress,39779,open
Port Egress,39781,open
Port Egress,39780,open
Port Egress,39782,open
Port Egress,39783,open
Port Egress,39784,open
Port Egress,39786,open
Port Egress,39785,open
Port Egress,39787,open
Port Egress,39789,open
Port Egress,39788,open
Port Egress,39790,open
Port Egress,39791,open
Port Egress,39792,open
Port Egress,39793,open
Port Egress,39794,open
Port Egress,39795,open
Port Egress,39796,open
Port Egress,39797,open
Port Egress,39798,open
Port Egress,39800,open
Port Egress,39799,open
Port Egress,39801,open
Port Egress,39802,open
Port Egress,39803,open
Port Egress,39804,open
Port Egress,39805,open
Port Egress,39807,open
Port Egress,39806,open
Port Egress,39808,open
Port Egress,39809,open
Port Egress,39810,open
Port Egress,39811,open
Port Egress,39812,open
Port Egress,39813,open
Port Egress,39814,open
Port Egress,39815,open
Port Egress,39816,open
Port Egress,39817,open
Port Egress,39818,open
Port Egress,39819,open
Port Egress,39820,open
Port Egress,39821,open
Port Egress,39822,open
Port Egress,39823,open
Port Egress,39824,open
Port Egress,39825,open
Port Egress,39826,open
Port Egress,39827,open
Port Egress,39828,open
Port Egress,39829,open
Port Egress,39830,open
Port Egress,39831,open
Port Egress,39832,open
Port Egress,39833,open
Port Egress,39834,open
Port Egress,39835,open
Port Egress,39836,open
Port Egress,39838,open
Port Egress,39837,open
Port Egress,39839,open
Port Egress,39840,open
Port Egress,39841,open
Port Egress,39842,open
Port Egress,39843,open
Port Egress,39844,open
Port Egress,39845,open
Port Egress,39846,open
Port Egress,39847,open
Port Egress,39848,open
Port Egress,39849,open
Port Egress,39851,open
Port Egress,39850,open
Port Egress,39852,open
Port Egress,39854,open
Port Egress,39855,open
Port Egress,39853,open
Port Egress,39856,open
Port Egress,39857,open
Port Egress,39859,open
Port Egress,39858,open
Port Egress,39860,open
Port Egress,39861,open
Port Egress,39862,open
Port Egress,39863,open
Port Egress,39865,open
Port Egress,39864,open
Port Egress,39866,open
Port Egress,39868,open
Port Egress,39867,open
Port Egress,39870,open
Port Egress,39869,open
Port Egress,39872,open
Port Egress,39873,open
Port Egress,39871,open
Port Egress,39874,open
Port Egress,39875,open
Port Egress,39876,open
Port Egress,39878,open
Port Egress,39877,open
Port Egress,39879,open
Port Egress,39880,open
Port Egress,39881,open
Port Egress,39882,open
Port Egress,39883,open
Port Egress,39884,open
Port Egress,39885,open
Port Egress,39886,open
Port Egress,39887,open
Port Egress,39888,open
Port Egress,39889,open
Port Egress,39890,open
Port Egress,39891,open
Port Egress,39892,open
Port Egress,39893,open
